AssociationCount	SEMMEDDBSubject	SEMMEDBSubjectName	SEMMEDDBPredicate	SEMMEDDBObject	SEMMEDDBObjectName	BiolinkSubject	BiolinkPredicate	BiolinkObject	ComponentMissing	ValidEdge?
1	elii	Element, Ion, or Isotope	PREVENTS	cgab	Congenital Abnormality	biolink:SmallMolecule	biolink:prevents	biolink:Disease	None	True
1	elii	Element, Ion, or Isotope	PREVENTS	mobd	Mental or Behavioral Dysfunction	biolink:SmallMolecule	biolink:prevents	biolink:Disease	None	True
1	elii	Element, Ion, or Isotope	PREVENTS	virs	Virus	biolink:SmallMolecule	biolink:prevents		virs	False
1	enzy	Enzyme	PREVENTS	neop	Neoplastic Process	biolink:Protein	biolink:prevents	biolink:Disease	None	True
1	hops	Hazardous or Poisonous Substance	PREVENTS	fndg	Finding	biolink:SmallMolecule	biolink:prevents	biolink:DiseaseOrPhenotypicFeature	None	True
1	horm	Hormone	PREVENTS	fndg	Finding	biolink:SmallMolecule	biolink:prevents	biolink:DiseaseOrPhenotypicFeature	None	True
1	imft	Immunologic Factor	PREVENTS	emod	Experimental Model of Disease	biolink:BiologicalEntity	biolink:prevents	biolink:BiologicalEntity	None	True
1	imft	Immunologic Factor	PREVENTS	fndg	Finding	biolink:BiologicalEntity	biolink:prevents	biolink:DiseaseOrPhenotypicFeature	None	True
1	inch	Inorganic Chemical	PREVENTS	cgab	Congenital Abnormality	biolink:SmallMolecule	biolink:prevents	biolink:Disease	None	True
1	inch	Inorganic Chemical	PREVENTS	virs	Virus	biolink:SmallMolecule	biolink:prevents		virs	False
1	irda	Indicator, Reagent, or Diagnostic Aid	PREVENTS	emod	Experimental Model of Disease		biolink:prevents	biolink:BiologicalEntity	irda	False
1	irda	Indicator, Reagent, or Diagnostic Aid	PREVENTS	neop	Neoplastic Process		biolink:prevents	biolink:Disease	irda	False
1	irda	Indicator, Reagent, or Diagnostic Aid	PREVENTS	sosy	Sign or Symptom		biolink:prevents	biolink:PhenotypicFeature	irda	False
1	irda	Indicator, Reagent, or Diagnostic Aid	PREVENTS	virs	Virus		biolink:prevents		virs	False
1	lbpr	Laboratory Procedure	PREVENTS	sosy	Sign or Symptom	biolink:Procedure	biolink:prevents	biolink:PhenotypicFeature	None	True
1	lipd	unmappped	PREVENTS	cgab	Congenital Abnormality		biolink:prevents	biolink:Disease	lipd	False
1	medd	Medical Device	PREVENTS	cgab	Congenital Abnormality	biolink:Device	biolink:prevents	biolink:Disease	None	True
1	medd	Medical Device	PREVENTS	inbe	Individual Behavior	biolink:Device	biolink:prevents	biolink:Behavior	None	True
1	nnon	Nucleic Acid, Nucleoside, or Nucleotide	PREVENTS	anab	Anatomical Abnormality	biolink:NucleicAcidEntity	biolink:prevents	biolink:Disease	None	True
1	nnon	Nucleic Acid, Nucleoside, or Nucleotide	PREVENTS	emod	Experimental Model of Disease	biolink:NucleicAcidEntity	biolink:prevents	biolink:BiologicalEntity	None	True
1	nsba	unmappped	PREVENTS	anab	Anatomical Abnormality		biolink:prevents	biolink:Disease	nsba	False
1	nsba	unmappped	PREVENTS	cgab	Congenital Abnormality		biolink:prevents	biolink:Disease	nsba	False
1	opco	unmappped	PREVENTS	virs	Virus		biolink:prevents		virs	False
1	orch	Organic Chemical	PREVENTS	inbe	Individual Behavior	biolink:SmallMolecule	biolink:prevents	biolink:Behavior	None	True
1	phsu	Pharmacologic Substance	PREVENTS	socb	Social Behavior	biolink:Drug	biolink:prevents	biolink:Behavior	None	True
1	resd	Research Device	PREVENTS	dsyn	Disease or Syndrome	biolink:Device	biolink:prevents	biolink:Disease	None	True
1	strd	unmappped	PREVENTS	emod	Experimental Model of Disease		biolink:prevents	biolink:BiologicalEntity	strd	False
1	vita	Vitamin	PREVENTS	cgab	Congenital Abnormality	biolink:SmallMolecule	biolink:prevents	biolink:Disease	None	True
1	acab	Acquired Abnormality	PROCESS_OF	bact	Bacterium	biolink:Disease	biolink:occurs_in		bact	False
1	anab	Anatomical Abnormality	PROCESS_OF	bird	Bird	biolink:Disease	biolink:occurs_in		bird	False
1	celf	Cell Function	PROCESS_OF	anab	Anatomical Abnormality	biolink:PhysiologicalProcess	biolink:occurs_in	biolink:Disease	None	True
1	celf	Cell Function	PROCESS_OF	cgab	Congenital Abnormality	biolink:PhysiologicalProcess	biolink:occurs_in	biolink:Disease	None	True
1	celf	Cell Function	PROCESS_OF	rich	unmappped	biolink:PhysiologicalProcess	biolink:occurs_in		rich	False
1	celf	Cell Function	PROCESS_OF	virs	Virus	biolink:PhysiologicalProcess	biolink:occurs_in		virs	False
1	cgab	Congenital Abnormality	PROCESS_OF	amph	Amphibian	biolink:Disease	biolink:occurs_in		amph	False
1	cgab	Congenital Abnormality	PROCESS_OF	emod	Experimental Model of Disease	biolink:Disease	biolink:occurs_in	biolink:BiologicalEntity	None	True
1	clas	Classification	PROCESS_OF	humn	Human	biolink:InformationContentEntity	biolink:occurs_in		humn	False
1	clna	Clinical Attribute	PROCESS_OF	aggp	Age Group	biolink:ClinicalAttribute	biolink:occurs_in	biolink:Cohort	None	True
1	clna	Clinical Attribute	PROCESS_OF	anim	Animal	biolink:ClinicalAttribute	biolink:occurs_in		anim	False
1	clna	Clinical Attribute	PROCESS_OF	bird	Bird	biolink:ClinicalAttribute	biolink:occurs_in		bird	False
1	clna	Clinical Attribute	PROCESS_OF	fish	Fish	biolink:ClinicalAttribute	biolink:occurs_in		fish	False
1	clna	Clinical Attribute	PROCESS_OF	fngs	Fungus	biolink:ClinicalAttribute	biolink:occurs_in		fngs	False
1	clna	Clinical Attribute	PROCESS_OF	vtbt	Vertebrate	biolink:ClinicalAttribute	biolink:occurs_in		vtbt	False
1	comd	Cell or Molecular Dysfunction	PROCESS_OF	bact	Bacterium	biolink:Disease	biolink:occurs_in		bact	False
1	comd	Cell or Molecular Dysfunction	PROCESS_OF	fngs	Fungus	biolink:Disease	biolink:occurs_in		fngs	False
1	comd	Cell or Molecular Dysfunction	PROCESS_OF	plnt	Plant	biolink:Disease	biolink:occurs_in		plnt	False
1	diap	Diagnostic Procedure	PROCESS_OF	aggp	Age Group	biolink:Procedure	biolink:occurs_in	biolink:Cohort	None	True
1	diap	Diagnostic Procedure	PROCESS_OF	anim	Animal	biolink:Procedure	biolink:occurs_in		anim	False
1	dsyn	Disease or Syndrome	PROCESS_OF	arch	Archaeon	biolink:Disease	biolink:occurs_in		arch	False
1	evnt	Event	PROCESS_OF	humn	Human	biolink:Event	biolink:occurs_in		humn	False
1	fndg	Finding	PROCESS_OF	emod	Experimental Model of Disease	biolink:DiseaseOrPhenotypicFeature	biolink:occurs_in	biolink:BiologicalEntity	None	True
1	fndg	Finding	PROCESS_OF	euka	Eukaryote	biolink:DiseaseOrPhenotypicFeature	biolink:occurs_in		euka	False
1	fndg	Finding	PROCESS_OF	idcn	Idea or Concept	biolink:DiseaseOrPhenotypicFeature	biolink:occurs_in	biolink:InformationContentEntity	None	True
1	fndg	Finding	PROCESS_OF	orgm	Organism	biolink:DiseaseOrPhenotypicFeature	biolink:occurs_in		orgm	False
1	genf	Genetic Function	PROCESS_OF	amas	Amino Acid Sequence		biolink:occurs_in	biolink:Polypeptide	genf	False
1	genf	Genetic Function	PROCESS_OF	antb	Antibiotic		biolink:occurs_in	biolink:Drug	genf	False
1	genf	Genetic Function	PROCESS_OF	inpr	Intellectual Product		biolink:occurs_in	biolink:Publication	genf	False
1	genf	Genetic Function	PROCESS_OF	orch	Organic Chemical		biolink:occurs_in	biolink:SmallMolecule	genf	False
1	genf	Genetic Function	PROCESS_OF	tisu	Tissue		biolink:occurs_in	biolink:GrossAnatomicalStructure	genf	False
1	inbe	Individual Behavior	PROCESS_OF	idcn	Idea or Concept	biolink:Behavior	biolink:occurs_in	biolink:InformationContentEntity	None	True
1	inpo	Injury or Poisoning	PROCESS_OF	bact	Bacterium	biolink:PathologicalProcess	biolink:occurs_in		bact	False
1	inpo	Injury or Poisoning	PROCESS_OF	emod	Experimental Model of Disease	biolink:PathologicalProcess	biolink:occurs_in	biolink:BiologicalEntity	None	True
1	inpo	Injury or Poisoning	PROCESS_OF	vtbt	Vertebrate	biolink:PathologicalProcess	biolink:occurs_in		vtbt	False
1	lbtr	Laboratory or Test Result	PROCESS_OF	popg	Population Group	biolink:Phenomenon	biolink:occurs_in	biolink:PopulationOfIndividualOrganisms	None	True
1	mbrt	Molecular Biology Research Technique	PROCESS_OF	fngs	Fungus	biolink:Procedure	biolink:occurs_in		fngs	False
1	mbrt	Molecular Biology Research Technique	PROCESS_OF	humn	Human	biolink:Procedure	biolink:occurs_in		humn	False
1	mbrt	Molecular Biology Research Technique	PROCESS_OF	mamm	Mammal	biolink:Procedure	biolink:occurs_in		mamm	False
1	menp	Mental Process	PROCESS_OF	fish	Fish	biolink:Behavior	biolink:occurs_in		fish	False
1	mobd	Mental or Behavioral Dysfunction	PROCESS_OF	vtbt	Vertebrate	biolink:Disease	biolink:occurs_in		vtbt	False
1	moft	Molecular Function	PROCESS_OF	emst	Embryonic Structure	biolink:MolecularActivity	biolink:occurs_in	biolink:GrossAnatomicalStructure	None	True
1	moft	Molecular Function	PROCESS_OF	orgm	Organism	biolink:MolecularActivity	biolink:occurs_in		orgm	False
1	moft	Molecular Function	PROCESS_OF	virs	Virus	biolink:MolecularActivity	biolink:occurs_in		virs	False
1	npop	Natural Phenomenon or Process	PROCESS_OF	mamm	Mammal	biolink:Phenomenon	biolink:occurs_in		mamm	False
1	orga	Organism Attribute	PROCESS_OF	fish	Fish	biolink:OrganismAttribute	biolink:occurs_in		fish	False
1	orgf	Organism Function	PROCESS_OF	neop	Neoplastic Process	biolink:PhysiologicalProcess	biolink:occurs_in	biolink:Disease	None	True
1	ortf	Organ or Tissue Function	PROCESS_OF	cell	Cell	biolink:PhysiologicalProcess	biolink:occurs_in	biolink:Cell	None	True
1	ortf	Organ or Tissue Function	PROCESS_OF	fngs	Fungus	biolink:PhysiologicalProcess	biolink:occurs_in		fngs	False
1	ortf	Organ or Tissue Function	PROCESS_OF	orgm	Organism	biolink:PhysiologicalProcess	biolink:occurs_in		orgm	False
1	ortf	Organ or Tissue Function	PROCESS_OF	virs	Virus	biolink:PhysiologicalProcess	biolink:occurs_in		virs	False
1	patf	Pathologic Function	PROCESS_OF	neop	Neoplastic Process	biolink:PathologicalProcess	biolink:occurs_in	biolink:Disease	None	True
1	phsf	Physiologic Function	PROCESS_OF	alga	unmappped	biolink:PhysiologicalProcess	biolink:occurs_in		alga	False
1	phsf	Physiologic Function	PROCESS_OF	bdsu	Body Substance	biolink:PhysiologicalProcess	biolink:occurs_in		bdsu	False
1	phsf	Physiologic Function	PROCESS_OF	cell	Cell	biolink:PhysiologicalProcess	biolink:occurs_in	biolink:Cell	None	True
1	phsf	Physiologic Function	PROCESS_OF	rept	Reptile	biolink:PhysiologicalProcess	biolink:occurs_in		rept	False
1	phsf	Physiologic Function	PROCESS_OF	virs	Virus	biolink:PhysiologicalProcess	biolink:occurs_in		virs	False
1	qlco	Qualitative Concept	PROCESS_OF	popg	Population Group	biolink:InformationContentEntity	biolink:occurs_in	biolink:PopulationOfIndividualOrganisms	None	True
1	socb	Social Behavior	PROCESS_OF	fish	Fish	biolink:Behavior	biolink:occurs_in		fish	False
1	socb	Social Behavior	PROCESS_OF	podg	Patient or Disabled Group	biolink:Behavior	biolink:occurs_in	biolink:Cohort	None	True
1	sosy	Sign or Symptom	PROCESS_OF	fish	Fish	biolink:PhenotypicFeature	biolink:occurs_in		fish	False
1	sosy	Sign or Symptom	PROCESS_OF	fngs	Fungus	biolink:PhenotypicFeature	biolink:occurs_in		fngs	False
1	spco	Spatial Concept	PROCESS_OF	humn	Human	biolink:InformationContentEntity	biolink:occurs_in		humn	False
1	tmco	Temporal Concept	PROCESS_OF	aggp	Age Group	biolink:InformationContentEntity	biolink:occurs_in	biolink:Cohort	None	True
1	tmco	Temporal Concept	PROCESS_OF	bpoc	Body Part, Organ, or Organ Component	biolink:InformationContentEntity	biolink:occurs_in	biolink:GrossAnatomicalStructure	None	True
1	tmco	Temporal Concept	PROCESS_OF	plnt	Plant	biolink:InformationContentEntity	biolink:occurs_in		plnt	False
1	amas	Amino Acid Sequence	PRODUCES	bacs	Biologically Active Substance	biolink:Polypeptide	biolink:produces	biolink:SmallMolecule	None	True
1	amas	Amino Acid Sequence	PRODUCES	bdsu	Body Substance	biolink:Polypeptide	biolink:produces		bdsu	False
1	bacs	Biologically Active Substance	PRODUCES	opco	unmappped	biolink:SmallMolecule	biolink:produces		opco	False
1	bact	Bacterium	PRODUCES	eico	unmappped		biolink:produces		eico	False
1	bact	Bacterium	PRODUCES	topp	Therapeutic or Preventive Procedure		biolink:produces	biolink:Procedure	bact	False
1	bdsu	Body Substance	PRODUCES	imft	Immunologic Factor		biolink:produces	biolink:BiologicalEntity	bdsu	False
1	biof	Biologic Function	PRODUCES	hops	Hazardous or Poisonous Substance	biolink:Phenomenon	biolink:produces	biolink:SmallMolecule	None	True
1	bodm	Biomedical or Dental Material	PRODUCES	chvf	Chemical Viewed Functionally	biolink:Device	biolink:produces		chvf	False
1	bodm	Biomedical or Dental Material	PRODUCES	hops	Hazardous or Poisonous Substance	biolink:Device	biolink:produces	biolink:SmallMolecule	None	True
1	celc	Cell Component	PRODUCES	chvf	Chemical Viewed Functionally	biolink:CellularComponent	biolink:produces		chvf	False
1	celf	Cell Function	PRODUCES	bodm	Biomedical or Dental Material	biolink:PhysiologicalProcess	biolink:produces	biolink:Device	None	True
1	celf	Cell Function	PRODUCES	gngm	Gene or Genome	biolink:PhysiologicalProcess	biolink:produces	biolink:GenomicEntity	None	True
1	celf	Cell Function	PRODUCES	hops	Hazardous or Poisonous Substance	biolink:PhysiologicalProcess	biolink:produces	biolink:SmallMolecule	None	True
1	cgab	Congenital Abnormality	PRODUCES	horm	Hormone	biolink:Disease	biolink:produces	biolink:SmallMolecule	None	True
1	clna	Clinical Attribute	PRODUCES	bacs	Biologically Active Substance	biolink:ClinicalAttribute	biolink:produces	biolink:SmallMolecule	None	True
1	comd	Cell or Molecular Dysfunction	PRODUCES	bodm	Biomedical or Dental Material	biolink:Disease	biolink:produces	biolink:Device	None	True
1	comd	Cell or Molecular Dysfunction	PRODUCES	eico	unmappped	biolink:Disease	biolink:produces		eico	False
1	comd	Cell or Molecular Dysfunction	PRODUCES	hops	Hazardous or Poisonous Substance	biolink:Disease	biolink:produces	biolink:SmallMolecule	None	True
1	dsyn	Disease or Syndrome	PRODUCES	chvs	Chemical Viewed Structurally	biolink:Disease	biolink:produces		chvs	False
1	dsyn	Disease or Syndrome	PRODUCES	nnon	Nucleic Acid, Nucleoside, or Nucleotide	biolink:Disease	biolink:produces	biolink:NucleicAcidEntity	None	True
1	emod	Experimental Model of Disease	PRODUCES	lipd	unmappped	biolink:BiologicalEntity	biolink:produces		lipd	False
1	emod	Experimental Model of Disease	PRODUCES	orch	Organic Chemical	biolink:BiologicalEntity	biolink:produces	biolink:SmallMolecule	None	True
1	emod	Experimental Model of Disease	PRODUCES	phsu	Pharmacologic Substance	biolink:BiologicalEntity	biolink:produces	biolink:Drug	None	True
1	enzy	Enzyme	PRODUCES	bdsu	Body Substance	biolink:Protein	biolink:produces		bdsu	False
1	enzy	Enzyme	PRODUCES	chvf	Chemical Viewed Functionally	biolink:Protein	biolink:produces		chvf	False
1	enzy	Enzyme	PRODUCES	eico	unmappped	biolink:Protein	biolink:produces		eico	False
1	ffas	Fully Formed Anatomical Structure	PRODUCES	eico	unmappped		biolink:produces		eico	False
1	ffas	Fully Formed Anatomical Structure	PRODUCES	imft	Immunologic Factor		biolink:produces	biolink:BiologicalEntity	ffas	False
1	ffas	Fully Formed Anatomical Structure	PRODUCES	lipd	unmappped		biolink:produces		lipd	False
1	genf	Genetic Function	PRODUCES	elii	Element, Ion, or Isotope		biolink:produces	biolink:SmallMolecule	genf	False
1	genf	Genetic Function	PRODUCES	gngm	Gene or Genome		biolink:produces	biolink:GenomicEntity	genf	False
1	genf	Genetic Function	PRODUCES	hops	Hazardous or Poisonous Substance		biolink:produces	biolink:SmallMolecule	genf	False
1	genf	Genetic Function	PRODUCES	inch	Inorganic Chemical		biolink:produces	biolink:SmallMolecule	genf	False
1	gngm	Gene or Genome	PRODUCES	topp	Therapeutic or Preventive Procedure	biolink:GenomicEntity	biolink:produces	biolink:Procedure	None	True
1	grup	Group	PRODUCES	inpr	Intellectual Product	biolink:Agent	biolink:produces	biolink:Publication	None	True
1	hops	Hazardous or Poisonous Substance	PRODUCES	bdsu	Body Substance	biolink:SmallMolecule	biolink:produces		bdsu	False
1	hops	Hazardous or Poisonous Substance	PRODUCES	inch	Inorganic Chemical	biolink:SmallMolecule	biolink:produces	biolink:SmallMolecule	None	True
1	hops	Hazardous or Poisonous Substance	PRODUCES	orch	Organic Chemical	biolink:SmallMolecule	biolink:produces	biolink:SmallMolecule	None	True
1	horm	Hormone	PRODUCES	gngm	Gene or Genome	biolink:SmallMolecule	biolink:produces	biolink:GenomicEntity	None	True
1	horm	Hormone	PRODUCES	nnon	Nucleic Acid, Nucleoside, or Nucleotide	biolink:SmallMolecule	biolink:produces	biolink:NucleicAcidEntity	None	True
1	horm	Hormone	PRODUCES	nsba	unmappped	biolink:SmallMolecule	biolink:produces		nsba	False
1	imft	Immunologic Factor	PRODUCES	carb	unmappped	biolink:BiologicalEntity	biolink:produces		carb	False
1	imft	Immunologic Factor	PRODUCES	eico	unmappped	biolink:BiologicalEntity	biolink:produces		eico	False
1	imft	Immunologic Factor	PRODUCES	enzy	Enzyme	biolink:BiologicalEntity	biolink:produces	biolink:Protein	None	True
1	imft	Immunologic Factor	PRODUCES	horm	Hormone	biolink:BiologicalEntity	biolink:produces	biolink:SmallMolecule	None	True
1	imft	Immunologic Factor	PRODUCES	lipd	unmappped	biolink:BiologicalEntity	biolink:produces		lipd	False
1	imft	Immunologic Factor	PRODUCES	orch	Organic Chemical	biolink:BiologicalEntity	biolink:produces	biolink:SmallMolecule	None	True
1	inpo	Injury or Poisoning	PRODUCES	enzy	Enzyme	biolink:PathologicalProcess	biolink:produces	biolink:Protein	None	True
1	inpo	Injury or Poisoning	PRODUCES	horm	Hormone	biolink:PathologicalProcess	biolink:produces	biolink:SmallMolecule	None	True
1	inpo	Injury or Poisoning	PRODUCES	tisu	Tissue	biolink:PathologicalProcess	biolink:produces	biolink:GrossAnatomicalStructure	None	True
1	inpr	Intellectual Product	PRODUCES	medd	Medical Device	biolink:Publication	biolink:produces	biolink:Device	None	True
1	irda	Indicator, Reagent, or Diagnostic Aid	PRODUCES	inch	Inorganic Chemical		biolink:produces	biolink:SmallMolecule	irda	False
1	irda	Indicator, Reagent, or Diagnostic Aid	PRODUCES	orch	Organic Chemical		biolink:produces	biolink:SmallMolecule	irda	False
1	mbrt	Molecular Biology Research Technique	PRODUCES	bacs	Biologically Active Substance	biolink:Procedure	biolink:produces	biolink:SmallMolecule	None	True
1	menp	Mental Process	PRODUCES	bdsu	Body Substance	biolink:Behavior	biolink:produces		bdsu	False
1	moft	Molecular Function	PRODUCES	enzy	Enzyme	biolink:MolecularActivity	biolink:produces	biolink:Protein	None	True
1	neop	Neoplastic Process	PRODUCES	elii	Element, Ion, or Isotope	biolink:Disease	biolink:produces	biolink:SmallMolecule	None	True
1	nnon	Nucleic Acid, Nucleoside, or Nucleotide	PRODUCES	bacs	Biologically Active Substance	biolink:NucleicAcidEntity	biolink:produces	biolink:SmallMolecule	None	True
1	nsba	unmappped	PRODUCES	bdsu	Body Substance		biolink:produces		bdsu	False
1	nsba	unmappped	PRODUCES	carb	unmappped		biolink:produces		carb	False
1	nsba	unmappped	PRODUCES	elii	Element, Ion, or Isotope		biolink:produces	biolink:SmallMolecule	nsba	False
1	nsba	unmappped	PRODUCES	horm	Hormone		biolink:produces	biolink:SmallMolecule	nsba	False
1	nsba	unmappped	PRODUCES	strd	unmappped		biolink:produces		strd	False
1	orch	Organic Chemical	PRODUCES	enzy	Enzyme	biolink:SmallMolecule	biolink:produces	biolink:Protein	None	True
